EntrezGeneID,Length,MCL1-DG_BC2CTUACXX_ACTTGA_L002_R1,MCL1-DH_BC2CTUACXX_CAGATC_L002_R1,MCL1-DI_BC2CTUACXX_ACAGTG_L002_R1,MCL1-DJ_BC2CTUACXX_CGATGT_L002_R1,MCL1-DK_BC2CTUACXX_TTAGGC_L002_R1,MCL1-DL_BC2CTUACXX_ATCACG_L002_R1,MCL1-LA_BC2CTUACXX_GATCAG_L001_R1,MCL1-LB_BC2CTUACXX_TGACCA_L001_R1,MCL1-LC_BC2CTUACXX_GCCAAT_L001_R1,MCL1-LD_BC2CTUACXX_GGCTAC_L001_R1,MCL1-LE_BC2CTUACXX_TAGCTT_L001_R1,MCL1-LF_BC2CTUACXX_CTTGTA_L001_R1
100038398,2646,6.02236781302845,4.4594316186373,4.58496250072116,4.85798099512757,3.90689059560852,4.24792751344359,3.32192809488736,3.4594316186373,2.8073549220576,4.85798099512757,4.32192809488736,4
100039596,501,3.90689059560852,3.4594316186373,2.32192809488736,3,1.58496250072116,2,1,1,2.32192809488736,0,2,1
69312,1502,1,0,1,0,1,0,1,1,1,2.8073549220576,1,1
26754,1240,10.1484765821783,10.0389189892923,10.1984450414524,10.0112272554233,9.90237511448603,9.67771964164101,10.581200581925,10.7439928610602,10.4787696194758,10.2526654324502,9.52160043972373,9.57742882803575
211660,4354,9.39016895620018,9.24555270625568,8.94836723158468,8.76487159073609,9.08480838780436,9.10852445677817,9.13442632022093,9.28540221886225,8.86727873970966,8.96000193206808,7.97727992349992,8.06069593168755
211673,7042,11.7515440590891,11.8157835441282,11.6904345563951,11.539158811108,11.5430318202552,11.4372319010395,11.8548683832602,11.7874944996968,11.5598550415136,11.5887146355823,11.1617617433047,11.1124395067816
329093,1930,6.53915881110803,6.93073733756289,6.49185309632967,5.95419631038687,6.16992500144231,6,0,0,0,0,0,0
109294,11187,8.60362634498619,9.11374216604919,7.18982455888002,7.20945336562895,7.10852445677817,7.33985000288462,7.10852445677817,7.24792751344359,4.64385618977472,5.28540221886225,5.97727992349992,5.4594316186373
320492,8293,4.08746284125034,3.32192809488736,1.58496250072116,1.58496250072116,0,1.58496250072116,2.58496250072116,1.58496250072116,1.58496250072116,3.32192809488736,0,0
329096,3200,0,0,0,0,0,0,0,0,0,0,0,0
240725,4864,9.78953364497036,9.91587937883577,8.37503943134693,9.06608919045777,8.77478705960117,8.54303182025524,5.4262647547021,6,3.4594316186373,3.58496250072116,4.24792751344359,4.16992500144231
240726,8512,5.28540221886225,4,4.58496250072116,3.32192809488736,3.4594316186373,2.58496250072116,3.8073549220576,3,4.24792751344359,3.16992500144231,1,0
383491,2593,3.16992500144231,3.58496250072116,3.8073549220576,3.70043971814109,4.24792751344359,4,2.58496250072116,3.32192809488736,2.58496250072116,2,0,0
17978,8213,11.2027360432502,11.297489501161,11.6352646565395,11.4220647661728,11.6488069497258,11.6197614632984,11.2045711442492,11.311748315005,10.4978518369511,10.3094763538411,9.49185309632967,9.53332973230583
72265,2888,10.5294305541462,10.5333297323058,10.4614794472862,10.3342732853072,10.0042204663182,9.88569637333939,11.1885888457073,11.4083297407674,11.9461752407236,11.5938579388582,12.1535520317081,12.1764848472919
212442,1889,7.14974711950468,6.90689059560852,7.08746284125034,6.94251450533924,7.49984588708321,7.4757334309664,8.19967234483636,8.37937836707126,7.6582114827518,7.51569983828404,8.43045255166553,8.56224242422107
381246,1926,0,0,0,0,0,0,0,0,0,0,2.32192809488736,2.32192809488736
433273,1245,0,1.58496250072116,1.58496250072116,0,0,1.58496250072116,1,2.32192809488736,1,0,2,2.32192809488736
14048,4345,8.13442632022093,8.60362634498619,8.68999797141945,8.51963625284321,8.96000193206808,9.27612440527424,1,1.58496250072116,1,1,0,1
17681,1717,2.58496250072116,1.58496250072116,2,1.58496250072116,1.58496250072116,1,5.8073549220576,5.49185309632967,5.20945336562895,4.08746284125034,1,1.58496250072116
277328,4263,0,0,0,0,0,0,0,0,0,0,0,0
98741,5309,2.32192809488736,0,0,1,0,1,1,0,0,0,0,0
21749,1633,8.08214904135387,7.88264304936184,7.5077946401987,7.19967234483636,7.4093909361377,7.79441586635011,7.74819284958946,7.78790255939143,7.23840473932508,7.10852445677817,7.27612440527424,6.93073733756289
226866,2748,9.51963625284321,9.85330955540367,8.58120058192496,8.62205181945638,7.94251450533924,7.93663793900257,3.4594316186373,3.8073549220576,2,4.32192809488736,0,1
665434,572,1,1,1.58496250072116,0,0,0,1,1,0,0,0,0
75799,717,2,0,1,1,1.58496250072116,1,1,0,0,0,0,0
19989,934,13.7644569636199,14.0366029221954,13.804736051614,13.6013065261218,13.2424298275577,13.078984687326,13.8790088139927,13.8648632165239,13.5612879451648,13.4146852358072,11.9050108623903,11.8792003179474
98711,2295,11.1817734388088,10.8618623400592,10.8217739819706,10.292321632802,10.3208005488816,10.4398308839814,9.08214904135387,9.57175264350355,9.27844945822048,9.25266543245025,6.84549005094437,6.76818432477693
29819,2890,8.62935662007961,8.71424551766612,9.06069593168755,8.8610869059954,8.78135971352466,8.50382573799575,8.72451385311995,8.93663793900257,8.876516946565,8.48381577726426,7.58496250072116,7.8008998999203
66799,2354,9.55266909751427,9.49185309632967,9.47775826644389,9.34651373316563,9.71938882094208,9.48784003382305,8.68650052718322,8.66177809777199,8.43462822763673,8.39231742277876,7.70735913208088,7.82654848729092
67923,955,11.6073303137496,11.5122466428292,11.407798850222,11.1176431013891,11.047123912114,10.9520131648895,10.3966047811819,10.2772874001304,9.85174904141606,9.65463602852797,9.10328780841202,9.03342300153745
329101,2788,1,1,1.58496250072116,2.32192809488736,0,1,0,0,1,0,0,0
70397,1732,8.92481250360578,8.74483383749955,9.24317398347295,9.03066713624694,8.97727992349992,8.8703647195834,8.77807712953536,8.59245703726808,8.70735913208088,8.55458885167764,8.81057163474115,8.98584193700334
17087,603,5.08746284125034,4.4594316186373,5.78135971352466,5.28540221886225,5.7279204545632,5,6.24792751344359,6.49185309632967,7.39231742277876,7.17990909001493,6.74146698640115,6.4757334309664
57339,4809,7.64385618977472,7.34872815423108,7.74819284958946,7.52356195605701,7.09803208296053,6.78135971352466,6.39231742277876,5.64385618977472,5.8073549220576,5.52356195605701,5.4262647547021,5.4594316186373
14545,3938,1.58496250072116,1.58496250072116,4.52356195605701,4.24792751344359,3.90689059560852,3.4594316186373,1.58496250072116,1.58496250072116,1,1,0,1
94227,6923,6.94251450533924,7.876516946565,7.4178525148859,8.09803208296053,6.82017896241519,6.2667865406949,3.58496250072116,3.4594316186373,2.32192809488736,1,1.58496250072116,1.58496250072116
83691,4006,8.71424551766612,9.58683978796183,8.3037807481771,8.2240016741981,8.01122725542325,8.03342300153745,3.32192809488736,3.4594316186373,2.58496250072116,2,1,3
78081,1192,0,0,0,0,0,0,0,0,0,0,0,0
654454,222,0,0,0,0,0,0,0,1,0,0,0,0
654460,258,0,0,0,0,0,0,0,0,0,0,0,0
77673,469,0,0,0,0,0,0,0,0,0,0,0,0
654464,256,0,0,0,0,0,0,0,0,0,0,0,0
226896,1753,0,0,0,0,0,0,0,0,0,0,0,0
21419,6391,10.7448338374995,10.5896511465148,10.5943246039248,10.8041310211833,11.0464419480073,11.3657756353263,10.9061389961954,10.7253662578956,7.65105169117893,5.95419631038687,6.64385618977472,6.4262647547021
241035,12928,0,0,0,0,0,1,3.90689059560852,4.52356195605701,2,0,0,0
75028,786,0,0,0,0,0,0,0,0,0,0,0,0
387202,73,0,0,0,0,0,0,0,0,0,0,0,0
723817,119,0,0,0,0,0,0,0,0,0,0,0,0
16171,1171,0,0,0,0,0,0,0,0,0,0,0,0
257630,1178,1.58496250072116,0,1,0,0,0,0,0,0,0,0,1.58496250072116
17215,2886,10.4460494067166,10.2008986050384,9.51963625284321,8.98013957763916,7.16992500144231,6.8703647195834,10.7632123668144,10.5107641679179,10.1072170755914,8.47167521439204,9.11113567023471,9.20945336562895
77741,1120,0,2.32192809488736,1,1,0,0,1,1.58496250072116,0,0,0,0
74229,4420,7.27612440527424,7.36632221424582,6.6724253419715,6.4093909361377,6.28540221886225,6.14974711950468,5.04439411935845,5.24792751344359,2,2.8073549220576,1,1
71877,2208,6.4757334309664,6.28540221886225,5.28540221886225,5.97727992349992,6.24792751344359,6.28540221886225,5.08746284125034,5.24792751344359,2.32192809488736,3.58496250072116,2.58496250072116,2.58496250072116
170829,1409,7.18982455888002,6.78135971352466,6.04439411935845,6.2667865406949,6.53915881110803,6.5077946401987,6.88264304936184,6.64385618977472,5.8073549220576,5.95419631038687,5.70043971814109,5.78135971352466
75712,1112,5.7279204545632,6.3037807481771,6.28540221886225,6.78135971352466,6.5077946401987,6.62935662007961,5.4594316186373,5.6724253419715,2.32192809488736,3.70043971814109,2.32192809488736,2
14859,1450,2.32192809488736,1.58496250072116,2,2.32192809488736,3.16992500144231,2.58496250072116,2.8073549220576,3.16992500144231,5.04439411935845,6.49185309632967,5.28540221886225,5.16992500144231
241041,1148,0,0,0,0,0,0,0,0,0,0,0,0
368204,1950,0,0,1.58496250072116,0,2,1,0,1,0,0,0,0
433278,844,1,0,0,0,1.58496250072116,2,0,0,0,0,0,0
98582,2247,1,1,1,1.58496250072116,1.58496250072116,2.32192809488736,0,0,0,0,0,0
226922,6980,10.0781508077346,10.12153351734,9.78463484555752,9.88874324889826,10.6995724532873,11.1299269335104,1,2.32192809488736,1.58496250072116,1.58496250072116,1,2
116837,4066,1.58496250072116,3.4594316186373,2.32192809488736,0,2.58496250072116,2,0,0,0,0,0,0
66755,1781,0,0,0,0,0,0,0,1,0,0,0,0
387225,71,0,0,0,0,0,0,0,0,0,0,0,0
723964,84,0,0,0,0,0,0,0,0,0,0,1,0
70155,4844,8.54303182025524,8.37937836707126,9.27612440527424,8.63299519714296,8.65105169117893,8.65105169117893,11.6622233053178,11.5425482623352,12.8049376720519,12.5223363209133,11.5444815223108,11.4040771362412
100503399,1522,0,0,2,0,0,0,2,1.58496250072116,3.4594316186373,2.8073549220576,3.4594316186373,2.58496250072116
280645,4362,5.83289001416474,6.14974711950468,6.58496250072116,6.28540221886225,5.83289001416474,6.06608919045777,5.64385618977472,5.93073733756289,6.12928301694497,6.4093909361377,5.24792751344359,5.58496250072116
98366,2259,9.53138146051631,9.65999589242998,9.73301532168596,9.67065624911844,9.5980525001616,9.52552080909507,8.88874324889826,9.13699111208023,9.22881869049588,9.06608919045777,8.82654848729091,8.78135971352466
68002,667,6.64385618977472,6.20945336562895,6.58496250072116,7.07681559705083,6.49185309632967,6.95419631038687,7.51569983828404,7.21916852046216,6.68650052718322,6.6724253419715,6.82017896241519,6.7279204545632
68187,6467,9.87805091272854,9.71596199025514,9.31741261376487,9.10590850857116,9.70908381255034,9.82495874052852,9.09803208296053,9.16992500144231,9.02236781302845,8.98299357469431,8.2807707701306,8.44294349584873
12839,3888,7.94251450533924,9.50382573799575,10.8289298276515,10.5137275959524,7.62935662007961,7.5077946401987,9.68999797141945,10.6474584264549,11.6082548219779,11.8883627411706,12.2511865035243,12.4506957715729
12823,10542,3,2.8073549220576,2,2.58496250072116,0,0,1,2,1,2,2.32192809488736,1
68421,5392,10.2656150464845,10.2008986050384,10.2784494582205,10.496853777388,10.5526690975143,10.5631962722167,10.2679570844028,10.4655664048094,10.1548181090521,10.3706874068072,9.19967234483636,9.00562454919388
210933,5522,1,0,0,0,0,0,0,0,0,0,0,0
100504323,1551,0,0,0,0,0,0,0,0,0,0,0,0
210940,4331,0,0,0,0,0,0,0,0,0,0,0,0
433281,2004,0,0,0,0,0,0,0,0,0,0,0,0
665903,467,7.45121111183233,7.59991284218713,7.40087943628218,7.17990909001493,6.93073733756289,6.61470984411521,7.73470962022584,7.78135971352466,7.70735913208088,7.05528243550119,6.18982455888002,6.4093909361377
210962,2882,0,0,0,0,0,0,0,0,0,0,0,0
623924,306,0,0,0,0,0,0,0,0,0,0,0,0
791350,1160,0,0,0,0,0,0,0,0,0,0,0,0
213109,7561,11.4506957715729,11.2905948880826,10.894059846274,10.7657004876511,11.1241213118292,11.1000052244227,11.3509391815464,11.4204866128258,10.8344710499842,10.7397806097733,9.64925617751731,9.60177078840771
19243,4129,11.2842457498297,11.3509391815464,11.01471792986,10.729620743553,10.7481928495895,10.4439795426013,10.9729797860663,10.9563761572497,10.3094763538411,10.1686721181322,9.41362792902417,9.22881869049588
70988,1094,0,0,0,0,0,0,0,0,0,0,0,0
266744,1903,0,0,0,0,0,0,0,0,0,0,0,0
74708,1449,0,0,0,0,0,0,0,0,0,0,0,0
226957,914,0,0,0,0,1.58496250072116,0,0,0,1.58496250072116,1,0,0
624262,762,3,1.58496250072116,2,1.58496250072116,1.58496250072116,1,2.58496250072116,2.58496250072116,2.58496250072116,1,1,1
170771,1359,0,2.32192809488736,2,0,0,1,0,0,0,0,0,0
408192,1437,0,0,0,0,0,0,0,0,0,0,0,1
408191,3748,0,0,0,0,0,0,0,0,0,0,0,0
19076,1937,8.73470962022584,8.60362634498619,8.4093909361377,8.10852445677817,7.4757334309664,7.467605550083,9.07146236255662,8.95710204156229,8.5352753766208,7.90689059560852,7.61470984411521,7.38370429247405
67503,889,3.32192809488736,3.32192809488736,2.32192809488736,3.58496250072116,2.32192809488736,2.58496250072116,1.58496250072116,2,3.32192809488736,2,1,1.58496250072116
19335,4487,8.32192809488736,8.08746284125034,7.94251450533924,7.93663793900257,8.42206476617281,8.47167521439204,7.59991284218713,7.73470962022584,5.61470984411521,5.55458885167764,5.4594316186373,5.55458885167764
213539,1815,9.65284497300198,10.0660891904578,11.1305705628054,10.9053870050181,10.3185428097027,10.0182001788132,9.06339508128851,9.17492568250068,9.46964181723952,9.23122118071119,7.8008998999203,7.86418614465428
98403,3650,9.08746284125034,8.93663793900257,9.27379559921426,9.1006623390052,8.63299519714296,8.84862294042934,8.94544383637791,9.14974711950468,8.45532722030456,8.20945336562895,7.07681559705083,7.40087943628218
433287,3016,7.8008998999203,7.74819284958946,7.54689445988764,7.33091687811462,6.96578428466209,6.8703647195834,7.52356195605701,7.70735913208088,7.33985000288462,6.84549005094437,6.10852445677817,6.53915881110803
320705,2292,1.58496250072116,2,1,1,2,0,3.16992500144231,2.58496250072116,2,3.8073549220576,2.58496250072116,3.16992500144231
13518,23242,14.9233739153827,15.1715286697248,14.0443087300512,14.7466192864003,15.785426924465,15.4373294474424,12.8159836266527,12.7569732261654,12.0781508077346,12.3742244261237,11.8053408284164,11.7735513464285
100628580,79,1,0,0,0,0,1,0,1,1.58496250072116,0,1,1
69668,1705,7.97154355395077,7.76155123244448,7.9188632372746,7.09803208296053,6.5077946401987,6.59991284218713,7.93663793900257,8.17990909001493,7.81378119121704,7.4093909361377,6.85798099512757,7.25738784269265
27993,2249,9.61286849729104,9.43045255166553,9.30833903013941,8.88569637333939,8.33091687811462,8.47167521439204,9.92184093707449,9.81858217748086,9.90538700501813,9.57553924683453,8.7515440590891,8.86418614465428
52318,3559,8.13955135239879,7.9188632372746,7.74146698640115,7.21916852046216,6.56985560833095,6.6582114827518,8.54689445988764,8.45121111183233,7.53138146051631,7.25738784269265,6.33985000288462,6.44294349584873
19253,1578,5.58496250072116,5.75488750216347,6.02236781302845,5.58496250072116,4,3.90689059560852,10.103287808412,10.3944626946103,10.2573878426927,10.4093909361377,9.94544383637791,10.2106713437856
21755,1246,0,0,0,0,0,0,0,1,1.58496250072116,1.58496250072116,1.58496250072116,0
12627,1038,0,0,0,0,0,0,0,0,0,0,0,0
21756,1301,1,1,1.58496250072116,1.58496250072116,1.58496250072116,1.58496250072116,0,0,0,0,0,0
211383,4356,0,0,0,0,0,0,0,0,0,0,0,0
241051,2676,0,0,0,0,1,0,0,0,0,0,0,0
226970,2714,7.5077946401987,7.83920378809694,7.97727992349992,7.4093909361377,7.11894107272351,7.25738784269265,6.14974711950468,6.04439411935845,5.4262647547021,5.4594316186373,3.4594316186373,2.32192809488736
214469,5080,12.5577030140378,12.4625022725973,12.6790401863931,12.5048189876328,12.3339938827614,12.2012050072995,12.0402897210257,12.2146226863023,11.9985904297453,11.7661147575867,10.7854524681585,10.7465143211385
226971,5469,8.93369065495223,9.12412131182919,8.64024493622235,8.49984588708321,8.29920801838728,8.07146236255662,10.4470832262097,10.4807902010958,8.36632221424582,8.56224242422107,8.0389189892923,7.95419631038687
50785,3719,12.0647427647503,11.9083926207737,11.8548683832602,11.8466656818997,11.0914353863236,10.8281364841941,11.8089641749193,11.8830250684402,12.3454052467178,12.2282174422934,11.0375469539622,11.0347989625773
320011,9029,11.518161355757,11.2143191208008,11.116993677547,11.0457596613827,10.9307373375629,10.9971794809376,11.4152135987653,11.3949985145017,11.6077926419192,11.2221911384563,11.3185428097027,11.3944626946103
214854,2583,7.67948009950545,8.2045711442492,6,4.90689059560852,5.49185309632967,4.75488750216347,6.08746284125034,6.32192809488736,3,2.8073549220576,3.90689059560852,4
214855,5699,14.2429507769991,13.7952279660287,12.7683911183042,12.7661147575867,13.4071349621973,13.3837042924741,11.9336906549522,11.9285183752579,10.635718120331,10.3761253892762,10.6829945836817,10.7960396088298
226976,4663,11.1873520732005,11.1636496760158,11.1052537797009,10.981567281903,10.9571020415623,10.8281364841941,11.1389117181427,11.2143191208008,10.8265484872909,10.6978363579624,9.68999797141945,9.74146698640115
214895,2225,8.52356195605701,8.16992500144231,8.21916852046216,7.94836723158468,8.09803208296053,7.99435343685886,9.44501484586842,9.60547951806167,8.4797802640291,8.24317398347295,8.66888498426625,8.58120058192496
94220,4582,10.6275338844728,10.4093909361377,9.96434086779242,9.44914864537544,9.36413465500805,9.27146302790437,9.42206476617281,9.53332973230583,8.43879185257826,7.73470962022584,8.1548181090521,8.33539035469392
94218,5283,8.63299519714296,8.07146236255662,6.88264304936184,6.93073733756289,6.6724253419715,7.44294349584873,9.02236781302845,8.82972273508606,8.31741261376487,7.91288933622996,8.32192809488736,8.45121111183233
78321,1954,7.01122725542325,6.7279204545632,6.53915881110803,6.7279204545632,6.79441586635011,6.90689059560852,7.12928301694497,7.6724253419715,6.70043971814109,6.58496250072116,6.7279204545632,6.97727992349992
109346,1786,6.59991284218713,6.6724253419715,7.06608919045777,6.82017896241519,6.62935662007961,6.85798099512757,7.13955135239879,7.35755200461808,6.74146698640115,6.44294349584873,6.61470984411521,6.96578428466209
20353,3805,12.7786931832238,12.3498340914572,12.353698209048,12.1104833098162,11.3185428097027,11.2425786894513,12.6774994332851,12.5533893047216,11.1680452682241,11.0014081943928,9.9351650496037,9.63117705570398
381337,2577,3.90689059560852,2.8073549220576,4.16992500144231,4.08746284125034,4.24792751344359,3.8073549220576,5.16992500144231,5.49185309632967,6.52356195605701,5.4262647547021,2.32192809488736,1.58496250072116
12859,569,9.33762190199251,9.18982455888002,9.62205181945638,9.60917873814198,8.89784545600551,8.8610869059954,9.74483383749955,9.70390357344466,9.82813648419411,9.48784003382305,9.22158712126481,9.27612440527424
226977,2077,11.4008794362822,11.3094763538411,11.3241805466187,11.3020676725265,11.2714630279044,11.1350679457778,10.9410476063406,11.1260591160707,11.0478055540076,10.8423503434138,10.3498340914572,10.3520434257954
71166,1127,3.16992500144231,3.32192809488736,3.70043971814109,3.32192809488736,2.58496250072116,2,2,1.58496250072116,1,1,1,1
22637,2180,1,4.32192809488736,3.8073549220576,3.4594316186373,1.58496250072116,2.32192809488736,1,2.32192809488736,0,0,1,0
56030,6548,11.5003439692704,11.3685064615077,11.380461065089,11.3668685861671,11.4670960339057,11.3966047811819,10.9001120629775,11.1065629404449,10.9936460600166,10.7557221536423,9.89935692292311,9.88874324889826
70853,4422,3.90689059560852,3,1.58496250072116,3,2.8073549220576,3,1.58496250072116,1,1.58496250072116,0,0,0
12790,3498,2.32192809488736,4.08746284125034,2,2,2.8073549220576,2,0,2,0,0,0,0
269180,6817,9.45121111183233,9.16239132875691,9.29462074889163,9.07414146275251,9.7632123668144,9.68650052718322,8.38370429247405,8.58871463558226,8.33539035469392,8.39660478118186,7.01122725542325,7.04439411935845
76178,3862,9.65999589242998,9.5274770060604,9.72280753116955,9.65105169117893,9.64745842645492,9.58683978796183,10.5584207132687,10.6926155016946,10.9388444574662,10.6348110501717,10.0498485494506,10.2597432636908
67387,1412,9.04984854945056,9,8.8610869059954,8.73131903102506,8.64745842645492,8.78135971352466,9.12670447284319,9.38154295118458,9.16992500144231,8.98584193700334,8.55458885167764,8.43045255166553
269181,7054,9.97871045910636,9.94104760634058,9.66355810421727,9.46964181723952,9.72962074355304,9.62205181945638,10.7176764230664,10.7632123668144,10.7082217300384,10.5708044377245,10.0539258815311,10.0347989625773
77633,2755,6.8073549220576,7.07681559705083,7.43462822763672,6.70043971814109,6.53915881110803,6.18982455888002,7.14974711950468,6.9188632372746,7.01122725542325,6.93073733756289,6.75488750216347,6.58496250072116
100861893,736,0,0,0,0,0,0,0,0,0,0,0,0
72097,4361,4.52356195605701,3.90689059560852,5.55458885167764,5.04439411935845,4.08746284125034,3.70043971814109,9.7431513941125,9.98868468677217,9.89026427702111,9.67948009950545,9.1873520732005,9.22881869049588
100503734,2218,0,0,0,0,0,0,0,0,0,1.58496250072116,1.58496250072116,2
211484,3400,4.8073549220576,5.20945336562895,5.20945336562895,5.20945336562895,5.39231742277876,5.4594316186373,5.58496250072116,5.85798099512757,5.08746284125034,5.55458885167764,4.24792751344359,4.16992500144231
623661,1555,4.75488750216347,4.75488750216347,5.32192809488736,4.58496250072116,5.64385618977472,4.90689059560852,5.61470984411521,5.4594316186373,5.8073549220576,6.16992500144231,4.4594316186373,4.4594316186373
69028,1229,7.4262647547021,7.70735913208088,7.88874324889826,7.62935662007961,8.29001884693262,7.91288933622996,7.12928301694497,7.2667865406949,6.82017896241519,6.4262647547021,6.8703647195834,6.85798099512757
107734,691,8.90989308377004,8.75488750216347,8.95128471496697,9.06339508128851,8.82972273508606,8.58871463558226,9.06608919045777,9.19229281447077,8.6582114827518,8.51569983828404,7.79441586635011,7.83920378809694
332427,2564,0,0,0,0,0,0,0,0,0,0,0,0
69541,798,0,0,0,0,0,0,0,1,2,3.4594316186373,1.58496250072116,1
98258,4596,9.76652890859886,9.56224242422107,9.70908381255034,9.57175264350355,9.65284497300198,9.56985560833095,10.2384047393251,10.5274770060604,10.3575520046181,10.3431857154479,8.78463484555752,8.64745842645492
226982,7797,12.0059753565004,11.9207250197512,12.2455527062557,12.0213270326244,11.7043359711823,11.4204866128258,12.1296050111525,12.194449079479,12.4589192069676,12.5612879451648,11.2888660741658,11.3168471836025
