No,year,month,day,hour,PM2.5,PM10,SO2,NO2,CO,O3,TEMP,PRES,DEWP,RAIN,wd,WSPM,station
24886,2016,1,1,21,258,313,42,161,5400,10,-2.5,1017.6,-5.5,0,E,0.9,Aotizhongxin
24887,2016,1,1,22,263,318,43,164,5200,10,-3.1,1017.3,-5.6,0,NE,0.1,Aotizhongxin
24888,2016,1,1,23,324,385,55,164,7500,14,-3.2,1017.4,-5.2,0,NE,1.4,Aotizhongxin
24889,2016,1,2,0,351,391,87,153,7300,17,-4.4,1017.5,-5.9,0,ESE,0.7,Aotizhongxin
24890,2016,1,2,1,327,355,92,144,7400,16,-3.6,1016.8,-5.5,0,ENE,1.1,Aotizhongxin
24891,2016,1,2,2,282,292,53,131,6100,12,-4.2,1017,-5.6,0,NE,0.5,Aotizhongxin
24892,2016,1,2,3,258,262,48,126,5500,12,-3.7,1016.7,-5.9,0,NW,0.6,Aotizhongxin
24893,2016,1,2,4,271,278,36,122,6600,NA,-4.4,1016,-6.1,0,SSW,0.4,Aotizhongxin
24894,2016,1,2,5,277,287,34,121,7100,15,-4.7,1015.7,-6.8,0,W,0.7,Aotizhongxin
24895,2016,1,2,6,265,269,36,122,7000,14,-5.2,1015.7,-7,0,S,0.3,Aotizhongxin
24896,2016,1,2,7,239,241,32,115,6600,11,-5.2,1015.8,-6.7,0,ENE,1.2,Aotizhongxin
24897,2016,1,2,8,225,237,46,133,7500,11,-3.9,1016.1,-6.1,0,ENE,1,Aotizhongxin
24898,2016,1,2,9,211,225,52,128,6000,11,-3,1016.5,-5.6,0,ENE,0.9,Aotizhongxin
24899,2016,1,2,10,218,246,69,135,5800,12,0.1,1017.1,-5.7,0,SE,0.8,Aotizhongxin
24900,2016,1,2,11,211,216,72,122,4700,14,2.1,1016.9,-5.1,0,ESE,1,Aotizhongxin
24901,2016,1,2,12,188,188,57,109,3600,20,3.7,1016.1,-5.8,0,NE,1.2,Aotizhongxin
24902,2016,1,2,13,202,202,47,117,3600,22,4.6,1015,-5.5,0,E,1.2,Aotizhongxin
24903,2016,1,2,14,204,205,43,129,3600,21,6,1014.1,-5.7,0,ENE,1.5,Aotizhongxin
24904,2016,1,2,15,201,201,42,135,3500,19,6.1,1014.2,-5.6,0,ENE,1.4,Aotizhongxin
24905,2016,1,2,16,182,189,39,131,3000,18,5.6,1014.2,-5.4,0,ENE,1.1,Aotizhongxin
24906,2016,1,2,17,170,185,36,136,3100,11,2.5,1014.7,-5.4,0,ENE,1.1,Aotizhongxin
24907,2016,1,2,18,208,228,40,155,3700,10,0.1,1015.1,-4.9,0,ENE,1,Aotizhongxin
24908,2016,1,2,19,250,266,38,168,4700,12,-0.7,1015.7,-4.4,0,ENE,0.5,Aotizhongxin
24909,2016,1,2,20,359,411,46,191,5900,13,-1.7,1016.6,-4.4,0,ESE,0.6,Aotizhongxin
24910,2016,1,2,21,440,492,50,206,7300,14,-2,1016.7,-4.5,0,ESE,0.6,Aotizhongxin
24911,2016,1,2,22,519,561,50,216,7800,13,-2.8,1016.7,-4.5,0,E,0.7,Aotizhongxin
24912,2016,1,2,23,489,513,44,208,7300,12,-3,1017.2,-4,0,ENE,1.3,Aotizhongxin
24913,2016,1,3,0,498,527,44,206,7700,13,-3.2,1017,-4,0,ENE,0.5,Aotizhongxin
24914,2016,1,3,1,541,582,44,198,8800,15,-3.3,1016.8,-4,0,ENE,1.2,Aotizhongxin
24915,2016,1,3,2,532,565,36,181,8800,13,-3.2,1016.8,-3.6,0,NE,1,Aotizhongxin
24916,2016,1,3,3,547,578,30,164,9600,14,-3.4,1017.3,-4.7,0,ENE,1.1,Aotizhongxin
24917,2016,1,3,4,407,407,29,118,6500,9,-2.6,1017.3,-3.2,0,E,1.8,Aotizhongxin
24918,2016,1,3,5,212,212,33,92,4300,6,-3.4,1017.9,-3.7,0,E,2.1,Aotizhongxin
24919,2016,1,3,6,245,245,23,90,4800,8,-3,1018.3,-3.1,0,ENE,0.9,Aotizhongxin
24920,2016,1,3,7,205,205,12,80,3600,6,-2.8,1018.9,-2.9,0,E,0.9,Aotizhongxin
24921,2016,1,3,8,177,177,9,73,2700,6,-2.6,1019.1,-3.2,0,ESE,0.9,Aotizhongxin
24922,2016,1,3,9,181,181,6,66,2500,8,-2.5,1019.9,-3.1,0,ENE,0.8,Aotizhongxin
24923,2016,1,3,10,167,167,12,62,2300,14,-1.4,1020.1,-3.1,0,ENE,0.9,Aotizhongxin
24924,2016,1,3,11,141,141,18,49,1800,26,-0.1,1020,-4.4,0,ENE,1.5,Aotizhongxin
24925,2016,1,3,12,226,229,29,93,4600,21,1.7,1018.8,-5.7,0,S,1.3,Aotizhongxin
24926,2016,1,3,13,270,270,34,103,4500,19,1.8,1017.7,-7,0,SW,2.3,Aotizhongxin
24927,2016,1,3,14,249,249,38,100,3600,23,2.3,1017.5,-6.8,0,SSE,1.4,Aotizhongxin
24928,2016,1,3,15,131,131,36,72,1800,39,2.2,1017.4,-6.4,0,SSE,1.6,Aotizhongxin
24929,2016,1,3,16,125,125,26,78,1800,35,2.2,1017.8,-6.7,0,SSE,0.8,Aotizhongxin
24930,2016,1,3,17,187,188,14,100,2700,11,0.8,1018.2,-5.2,0,S,0.9,Aotizhongxin
24931,2016,1,3,18,206,206,12,104,3000,7,-0.1,1019.2,-3.7,0,S,0.8,Aotizhongxin
24932,2016,1,3,19,211,211,10,102,2800,7,-1.3,1020.2,-3.7,0,WNW,0.6,Aotizhongxin
24933,2016,1,3,20,208,208,6,102,2900,7,-2,1020.7,-3,0,ESE,0.7,Aotizhongxin
24934,2016,1,3,21,208,208,4,99,3500,8,-2.7,1021.4,-3.5,0,SW,0.2,Aotizhongxin
24935,2016,1,3,22,209,209,5,102,3900,8,-3.2,1021.8,-3.9,0,E,0.4,Aotizhongxin
24936,2016,1,3,23,238,238,15,114,4600,9,-3.5,1022.1,-4.2,0,NW,0.1,Aotizhongxin
24937,2016,1,4,0,250,250,12,111,4900,9,-3.8,1022.4,-4.1,0,SW,0.2,Aotizhongxin
24938,2016,1,4,1,243,244,13,113,4800,9,-4.4,1023,-4.5,0,E,0.9,Aotizhongxin
24939,2016,1,4,2,228,228,28,109,4600,10,-4.3,1023.6,-4.7,0,NNE,0.5,Aotizhongxin
24940,2016,1,4,3,108,108,30,81,1800,13,0.1,1024.3,-9.4,0,N,2.9,Aotizhongxin
24941,2016,1,4,4,14,14,13,27,600,NA,0.2,1024.5,-11.2,0,N,3,Aotizhongxin
24942,2016,1,4,5,8,8,7,21,600,57,-0.8,1024.8,-12.4,0,N,2.1,Aotizhongxin
24943,2016,1,4,6,9,9,6,24,600,56,-1.4,1025.3,-13,0,NNW,3.2,Aotizhongxin
24944,2016,1,4,7,11,15,6,26,600,55,-1.7,1026.1,-13.3,0,N,4,Aotizhongxin
24945,2016,1,4,8,12,23,3,30,600,50,-2.1,1027,-13.6,0,NE,2.1,Aotizhongxin
24946,2016,1,4,9,12,16,4,26,600,55,-2.1,1027.6,-14.5,0,N,3.2,Aotizhongxin
24947,2016,1,4,10,10,10,2,20,500,62,-1.3,1027.9,-15.2,0,NNE,3.7,Aotizhongxin
24948,2016,1,4,11,9,11,2,17,500,66,-0.2,1027.5,-15.3,0,NNE,3.5,Aotizhongxin
24949,2016,1,4,12,12,12,2,16,500,69,0.5,1026.5,-15.5,0,NNE,3.6,Aotizhongxin
24950,2016,1,4,13,12,12,3,18,500,67,0.3,1025.7,-15.7,0,N,4.1,Aotizhongxin
24951,2016,1,4,14,13,13,5,21,500,64,1,1025,-16,0,NE,3.3,Aotizhongxin
24952,2016,1,4,15,14,14,4,25,500,62,1.3,1024.9,-16.1,0,NNW,1.8,Aotizhongxin
24953,2016,1,4,16,15,15,5,25,500,63,1.4,1024.7,-16.5,0,N,2.2,Aotizhongxin
24954,2016,1,4,17,16,18,7,31,600,57,0.8,1024.9,-17.5,0,NNW,3,Aotizhongxin
24955,2016,1,4,18,19,24,9,41,700,48,0.7,1025.6,-17.6,0,NNW,3.1,Aotizhongxin
24956,2016,1,4,19,19,26,11,52,800,39,-0.2,1026.1,-17.4,0,NW,2.9,Aotizhongxin
24957,2016,1,4,20,20,20,8,44,700,43,-1.1,1026.6,-18.2,0,N,1.7,Aotizhongxin
24958,2016,1,4,21,14,14,6,42,600,45,-2.1,1026.8,-19.1,0,NE,1.6,Aotizhongxin
24959,2016,1,4,22,12,12,4,31,600,53,-2.8,1027.6,-19.2,0,N,2.4,Aotizhongxin
24960,2016,1,4,23,11,11,4,30,600,51,-3.5,1027.5,-19,0,NNE,2,Aotizhongxin
24961,2016,1,5,0,13,13,2,29,500,50,-3.9,1027.7,-19.4,0,N,2,Aotizhongxin
24962,2016,1,5,1,10,10,2,26,500,51,-3.8,1027.4,-19.7,0,NNE,3,Aotizhongxin
24963,2016,1,5,2,7,7,2,25,500,49,-4.3,1027.5,-20.1,0,N,4.4,Aotizhongxin
24964,2016,1,5,3,6,8,2,20,500,51,-4.9,1027.6,-19.8,0,NE,2.7,Aotizhongxin
24965,2016,1,5,4,7,7,2,22,500,47,-4.9,1027.1,-20.2,0,N,3.7,Aotizhongxin
24966,2016,1,5,5,8,8,2,22,500,47,-5.8,1027,-20.6,0,NE,2.3,Aotizhongxin
24967,2016,1,5,6,7,7,2,22,500,46,-6,1027.2,-20.4,0,NNE,3.5,Aotizhongxin
24968,2016,1,5,7,8,9,4,44,600,26,-5.9,1027.3,-20.7,0,N,3.9,Aotizhongxin
24969,2016,1,5,8,14,14,4,47,700,24,-6.7,1027.6,-20.7,0,N,2.2,Aotizhongxin
24970,2016,1,5,9,14,21,7,35,800,36,-5.2,1028.1,-20.1,0,NNW,2.5,Aotizhongxin
24971,2016,1,5,10,15,23,7,29,800,43,-3.6,1027.8,-20.4,0,NNW,2.2,Aotizhongxin
24972,2016,1,5,11,17,20,3,21,800,52,-2.1,1027.4,-20,0,NW,2.2,Aotizhongxin
24973,2016,1,5,12,14,14,2,17,700,59,-1.1,1026.1,-19.7,0,WNW,2.4,Aotizhongxin
24974,2016,1,5,13,14,14,2,22,700,56,0,1024.8,-19.8,0,W,1.5,Aotizhongxin
24975,2016,1,5,14,13,13,2,24,700,59,0.3,1024,-19.5,0,NW,1.9,Aotizhongxin
24976,2016,1,5,15,15,15,2,33,700,53,1.4,1023.6,-19.2,0,SSW,1.8,Aotizhongxin
24977,2016,1,5,16,32,49,9,58,1100,34,1,1023.5,-17.9,0,SSW,1.1,Aotizhongxin
24978,2016,1,5,17,54,87,17,80,1400,16,-0.5,1023.6,-16.4,0,WSW,2.2,Aotizhongxin
24979,2016,1,5,18,58,90,19,86,1400,10,-1.4,1024.1,-15.3,0,WSW,2,Aotizhongxin
24980,2016,1,5,19,72,106,19,97,1700,7,-2.1,1024.6,-14.9,0,W,2.3,Aotizhongxin
24981,2016,1,5,20,84,115,19,94,1800,7,-1.9,1025.2,-14.7,0,WSW,2.4,Aotizhongxin
24982,2016,1,5,21,89,126,20,90,2100,7,-2.7,1025.4,-14.5,0,W,1.3,Aotizhongxin
24983,2016,1,5,22,89,122,21,90,2400,7,-5.2,1025.8,-13.5,0,NE,0.8,Aotizhongxin
24984,2016,1,5,23,88,111,16,87,2500,7,-6.4,1025.9,-12.7,0,E,0.7,Aotizhongxin
24985,2016,1,6,0,64,72,17,83,1900,6,-6.5,1025.8,-13.2,0,NE,1.7,Aotizhongxin
24986,2016,1,6,1,61,83,19,84,2200,6,-6.2,1025.6,-13.1,0,NE,1.1,Aotizhongxin
24987,2016,1,6,2,46,46,16,75,1500,8,-5.5,1025.8,-15.6,0,NNE,0.9,Aotizhongxin
24988,2016,1,6,3,35,35,10,61,1200,12,-6.2,1025.7,-15.2,0,NE,0.2,Aotizhongxin
24989,2016,1,6,4,29,29,7,48,900,NA,-7,1025.6,-15.2,0,NNE,0.5,Aotizhongxin
24990,2016,1,6,5,18,18,6,48,800,27,-7.9,1025.7,-15.4,0,NNE,0.5,Aotizhongxin
24991,2016,1,6,6,14,14,5,53,800,21,-8.1,1026,-15.6,0,NE,0.3,Aotizhongxin
24992,2016,1,6,7,18,27,5,72,1000,5,-8.6,1026.6,-15.6,0,NE,0.9,Aotizhongxin
24993,2016,1,6,8,29,43,25,74,1700,6,-8,1027.3,-15.5,0,ENE,1,Aotizhongxin
24994,2016,1,6,9,42,64,37,70,1900,11,-3.7,1028,-14.8,0,ENE,1.4,Aotizhongxin
24995,2016,1,6,10,42,63,32,58,1600,22,-1.3,1028.1,-15.2,0,NNW,2.3,Aotizhongxin
24996,2016,1,6,11,24,34,16,27,900,47,0.6,1028,-16.7,0,NNW,2.8,Aotizhongxin
24997,2016,1,6,12,17,38,9,21,700,57,1.6,1026.7,-17.9,0,NNW,4.2,Aotizhongxin
24998,2016,1,6,13,12,25,6,16,500,64,2.1,1025.7,-18.6,0,NW,4,Aotizhongxin
24999,2016,1,6,14,11,20,6,15,500,67,2.3,1025,-18.4,0,NW,4.3,Aotizhongxin
25000,2016,1,6,15,13,24,5,15,500,69,2.7,1025.2,-18.1,0,WNW,4.7,Aotizhongxin
25001,2016,1,6,16,11,30,6,21,400,64,2.3,1025.6,-17.8,0,WNW,4.4,Aotizhongxin
25002,2016,1,6,17,12,36,6,25,500,60,1,1026.3,-18.4,0,NW,4.7,Aotizhongxin
25003,2016,1,6,18,9,41,6,30,500,56,0.3,1027.2,-17.5,0,WNW,4.2,Aotizhongxin
25004,2016,1,6,19,16,36,9,40,700,46,-0.2,1028.1,-17,0,NW,2.6,Aotizhongxin
25005,2016,1,6,20,16,30,7,36,700,47,-1.3,1028.4,-17.5,0,NNE,3.3,Aotizhongxin
25006,2016,1,6,21,13,38,7,29,600,50,-2.4,1029,-18.1,0,NNW,4.1,Aotizhongxin
25007,2016,1,6,22,11,28,7,27,500,51,-2.9,1029.4,-18.5,0,NNW,3.7,Aotizhongxin
25008,2016,1,6,23,10,29,7,26,400,50,-3.6,1030.6,-18.7,0,NNW,2.3,Aotizhongxin
25009,2016,1,7,0,8,34,8,31,500,42,-4.3,1030.9,-18.2,0,NNW,3.6,Aotizhongxin
25010,2016,1,7,1,8,38,9,30,500,42,-4.5,1031.1,-17.7,0,N,2.5,Aotizhongxin
25011,2016,1,7,2,9,42,7,26,400,46,-4.5,1031.1,-17.7,0,N,3,Aotizhongxin
25012,2016,1,7,3,11,25,6,26,400,46,-5.1,1031,-17.6,0,NNW,3,Aotizhongxin
25013,2016,1,7,4,10,12,6,24,400,47,-5.3,1030.7,-17.4,0,N,3.3,Aotizhongxin
25014,2016,1,7,5,10,11,8,21,500,49,-5.8,1030.2,-18.2,0,NNW,3.1,Aotizhongxin
25015,2016,1,7,6,10,11,6,23,500,47,-6.1,1029.9,-18.5,0,NNW,2.5,Aotizhongxin
25016,2016,1,7,7,10,13,7,26,500,44,-5.8,1030,-18.5,0,NNW,3.6,Aotizhongxin
25017,2016,1,7,8,12,19,7,34,600,38,-6,1030.3,-18.4,0,NNW,3.7,Aotizhongxin
25018,2016,1,7,9,8,22,5,26,600,45,-5.2,1030.2,-18.3,0,NNW,3.8,Aotizhongxin
25019,2016,1,7,10,14,26,7,20,600,51,-4.1,1029.8,-17.7,0,N,4.1,Aotizhongxin
25020,2016,1,7,11,10,42,4,13,500,58,-2.8,1028.9,-17.6,0,N,3.5,Aotizhongxin
25021,2016,1,7,12,10,29,3,12,500,62,-1.6,1027.5,-17.4,0,N,4.1,Aotizhongxin
25022,2016,1,7,13,11,19,4,13,500,63,-0.8,1026.2,-17.5,0,NNW,3.5,Aotizhongxin
25023,2016,1,7,14,10,15,4,13,500,65,0.1,1025.2,-17.6,0,NW,4.2,Aotizhongxin
25024,2016,1,7,15,10,15,6,17,500,63,0.5,1024.6,-17.8,0,WNW,3.9,Aotizhongxin
25025,2016,1,7,16,11,16,5,17,400,66,0.6,1024.6,-17.7,0,WNW,3.5,Aotizhongxin
25026,2016,1,7,17,7,14,5,21,400,62,-0.7,1024.6,-17.9,0,WNW,4.1,Aotizhongxin
25027,2016,1,7,18,11,20,8,38,600,46,-0.9,1024.5,-17.2,0,WNW,4.4,Aotizhongxin
25028,2016,1,7,19,17,23,11,48,700,37,-1.6,1024.5,-17,0,WNW,3.2,Aotizhongxin
25029,2016,1,7,20,19,27,13,55,900,31,-1.9,1024.6,-16.4,0,NNW,2.7,Aotizhongxin
25030,2016,1,7,21,24,34,15,54,900,30,-2.7,1024.4,-16.8,0,NNW,1.9,Aotizhongxin
25031,2016,1,7,22,19,26,16,48,700,34,-2.8,1024.4,-16.9,0,NNW,3.2,Aotizhongxin
25032,2016,1,7,23,17,23,14,37,700,43,-3.2,1024.5,-16.5,0,NNW,2.4,Aotizhongxin
